Name,Binomial,Venomous status,Region,Body Shape,Scales,Color,Head Shape,Fangs,Habitat,Recommended Antivenom,About This Snake,image_url
Stream Snake,Opisthotropis maculosa,0,Arunachal Pradesh; Nagaland; Meghalaya; Manipur,Slender,Textured,Darkbrown,Blunt,Minute,Streams,Not Applicable,A secretive freshwater snake inhabiting rocky hill streams and forest waterways.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Stream%20Snake.jpeg
Pond Snake,Enhydris plumbea,0,Tamil Nadu; Kerala; Andhra Pradesh; Odisha,Compact,Smooth,Grayolive,Rounded,Tiny,Ponds,Not Applicable,A harmless aquatic snake commonly living in ponds and stagnant freshwater habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Pond%20Snake.jpeg
Wetland Snake,Fowlea piscator,0,Assam; Bihar; West Bengal; Kerala; Tamil Nadu,Flexible,Keeled,Checkered,Narrow,Sharp,Wetlands,Not Applicable,"A widespread water snake frequently found near marshes, lakes, and wetland regions.",https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Wetland%20Snake.jpeg
Coastal Water Snake,Cerberus rynchops,0,West Bengal; Odisha; Andhra Pradesh; Tamil Nadu,Robust,Rough,Browngray,Doglike,Small,Coastlines,Not Applicable,A mangrove-associated water snake adapted for muddy coastal and brackish environments.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Coastal%20Water%20Snake.jpeg
Estuarine Snake,Gerarda prevostiana,0,Andaman Islands; Nicobar Islands; Odisha,Flattened,Granular,Olivebrown,Short,Tiny,Estuaries,Not Applicable,A crab-eating aquatic snake specialized for estuarine and tidal mudflat habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Estuarine%20Snake.jpeg
Saltwater Snake,Hydrophis schistosus,1,Gujarat; Maharashtra; Kerala; Tamil Nadu; Odisha,Compressed,Smooth,Grayish,Broad,Curved,Seacoasts,Sea Snake Antivenom,A highly venomous marine snake adapted for life in warm coastal waters.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Saltwater%20Snake.jpeg
Delta Snake,Cerberus rynchops,0,West Bengal; Odisha; Andhra Pradesh,Stout,Rough,Mudbrown,Flattened,Small,Deltas,Not Applicable,A brackish-water snake commonly inhabiting river deltas and muddy estuarine habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Delta%20Snake.jpeg
Swamp Snake,Enhydris enhydris,0,Assam; West Bengal; Kerala; Odisha,Flexible,Glossy,Darkolive,Rounded,Tiny,Swamps,Not Applicable,A harmless aquatic snake usually found in marshes and swampy freshwater regions.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Swamp%20Snake.jpeg
Water Kukri Snake,Oligodon taeniolatus,0,Assam; Odisha; West Bengal; Kerala,Slim,Banded,Brownish,Oval,Bladelike,Wetlands,Not Applicable,A small kukri snake occasionally found near moist wetlands and shallow water bodies.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Water%20Kukri%20Snake.jpeg
Aquatic Keelback,Fowlea piscator,0,Assam; Bihar; Uttar Pradesh; Kerala; Tamil Nadu,Muscular,Keeled,Checkered,Narrow,Sharp,Rivers,Not Applicable,A common freshwater keelback frequently hunting fish and amphibians in rivers.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Aquatic%20Keelback.jpeg
Himalayan Rat Snake,Elaphe hodgsonii,0,Uttarakhand; Himachal Pradesh; Sikkim; Arunachal Pradesh,Lengthy,Keeled,Olivebrown,Narrow,Small,Mountains,Not Applicable,A cool-region rat snake commonly inhabiting Himalayan forests and rocky terrains.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Himalayan%20Rat%20Snake.jpeg
Himalayan Trinket Snake,Coelognathus helena monticollaris,0,Sikkim; Arunachal Pradesh; Meghalaya,Slender,Glossy,Bronzebrown,Oval,Curved,Hillsides,Not Applicable,A patterned non-venomous snake adapted to humid hilly forest environments.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Himalayan%20Trinket%20Snake.jpeg
Himalayan Wolf Snake,Lycodon mackinnoni,0,Uttarakhand; Himachal Pradesh; Sikkim,Compact,Satin,Grayblack,Flattened,Tiny,Woodlands,Not Applicable,A nocturnal harmless snake usually hidden beneath stones and forest debris.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Himalayan%20Wolf%20Snake.jpeg
Himalayan Cat Snake,Boiga multifasciata,0,Arunachal Pradesh; Nagaland; Meghalaya; Sikkim,Flexible,Banded,Browngray,Triangular,Rearfanged,Cloudforests,Not Applicable,A climbing snake active during nighttime in cool mountainous forest habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Himalayan%20Cat%20Snake.jpeg
Himalayan Vine Snake,Ahaetulla nasuta,0,Uttarakhand; Sikkim; Arunachal Pradesh,Threadlike,Smooth,Leafgreen,Pointed,Rearward,Canopies,Not Applicable,A slender arboreal snake using camouflage among Himalayan forest vegetation.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Himalayan%20Vine%20Snake.jpeg
Forest Cobra,Naja melanoleuca,1,Not Naturally Found in India,Lengthy,Smooth,Blackwhite,Hooded,Fixed,Rainforests,Forest Cobra Antivenom,A large highly venomous cobra commonly inhabiting dense tropical African forests.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Forest%20Cobra.jpeg
Hill Keelback,Hebius xenura,0,Arunachal Pradesh; Nagaland; Meghalaya; Sikkim,Slender,Keeled,Olivebrown,Rounded,Tiny,Hillsides,Not Applicable,A cool-region keelback usually found near moist hill streams and forests.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Hill%20Keelback.jpeg
Mountain Bronzeback,Dendrelaphis subocularis,0,Assam; Arunachal Pradesh; Nagaland; Meghalaya,Lean,Glossy,Bronzegold,Pointed,Small,Mountains,Not Applicable,An agile arboreal snake inhabiting elevated forested mountain environments.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Mountain%20Bronzeback.jpeg
Cloud Forest Snake,Opisthotropis typica,0,Arunachal Pradesh; Nagaland; Meghalaya,Flexible,Textured,Grayolive,Blunt,Minute,Cloudforests,Not Applicable,A secretive forest snake adapted to cool humid cloud forest ecosystems.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Cloud%20Forest%20Snake.jpeg
Nilgiri Forest Snake,Xylophis captaini,0,Tamil Nadu; Kerala,Compact,Satin,Darkbrown,Flattened,Tiny,Leaflitter,Not Applicable,A small endemic forest-floor snake inhabiting the Nilgiri and Western Ghats regions.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Nilgiri%20Forest%20Snake.jpeg
Khasi Hill Snake,Hebius khasiensis,0,Meghalaya; Assam,Slender,Keeled,Olivegreen,Rounded,Tiny,Hillsides,Not Applicable,A small hill-dwelling snake commonly inhabiting moist Khasi forest environments.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Khasi%20Hill%20Snake.jpeg
Arunachal Green Snake,Gonyosoma prasinum,0,Arunachal Pradesh; Assam,Lean,Glossy,Green,Pointed,Small,Rainforests,Not Applicable,A bright green arboreal snake adapted to dense northeastern forest canopies.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Arunachal%20Green%20Snake.jpeg
Sikkim Mountain Snake,Elaphe hodgsonii,0,Sikkim; Arunachal Pradesh,Robust,Textured,Browngray,Oval,Curved,Mountains,Not Applicable,A cool-climate snake inhabiting rocky mountainous forests and valleys.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Sikkim%20Mountain%20Snake.jpeg
Assam Forest Snake,Boiga gokool,0,Assam; Nagaland; Meghalaya,Flexible,Smooth,Darkolive,Triangular,Rearfanged,Forests,Not Applicable,A nocturnal forest snake commonly active among dense tropical vegetation.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Assam%20Forest%20Snake.jpeg
Darjeeling Snake,Amphiesma platyceps,0,West Bengal; Sikkim,Compact,Striped,Graygreen,Blunt,Tiny,Woodlands,Not Applicable,A harmless snake adapted to cool woodland habitats around Darjeeling hills.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Darjeeling%20Snake.jpeg
Eastern Hill Snake,Hebius venningi,0,Arunachal Pradesh; Nagaland; Manipur; Meghalaya,Slender,Keeled,Olivebrown,Rounded,Tiny,Hillsides,Not Applicable,A hill-dwelling snake commonly found near moist eastern Himalayan forests and streams.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Eastern%20Hill%20Snake.jpeg
Western Ghats Snake,Xylophis perroteti,0,Kerala; Karnataka; Tamil Nadu,Compact,Smooth,Darkgray,Blunt,Minute,Leaflitter,Not Applicable,A secretive forest-floor snake endemic to the Western Ghats mountain range.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Western%20Ghats%20Snake.jpeg
Evergreen Forest Snake,Boiga forsteni,0,Assam; Odisha; Kerala; Karnataka; Tamil Nadu,Flexible,Glossy,Olivegreen,Triangular,Rearfanged,Evergreenforests,Not Applicable,An arboreal nocturnal snake commonly inhabiting dense evergreen forest ecosystems.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Evergreen%20Forest%20Snake.jpeg
Highland Bamboo Snake,Trimeresurus gramineus,1,Kerala; Karnataka; Tamil Nadu,Lean,Matte,Green,Broad,Curved,Bamboo,Not Applicable,A venomous pit viper frequently resting among bamboo vegetation in hilly forests.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Highland%20Bamboo%20Snake.jpg
Mist Forest Snake,Opisthotropis maculosa,0,Arunachal Pradesh; Meghalaya; Nagaland,Slim,Textured,Grayolive,Flattened,Tiny,Cloudforests,Not Applicable,A secretive snake adapted to cool misty forests and rocky stream habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Mist%20Forest%20Snake.jpeg
Indian Dwarf Snake,Eirenis modestus,0,Jammu and Kashmir; Rajasthan,Tiny,Smooth,Sandy,Rounded,Minute,Scrublands,Not Applicable,A very small harmless snake adapted to dry rocky and scrub-covered habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Indian%20Dwarf%20Snake.jpeg
Indian Black Snake,Sibynophis subpunctatus,0,Kerala; Karnataka; Tamil Nadu; Goa,Slender,Glossy,Black,Narrow,Tiny,Woodlands,Not Applicable,A secretive non-venomous snake usually active beneath leaf litter and loose soil.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Indian%20Black%20Snake.jpeg
Brown Snake,Pseudorabdion longiceps,0,Kerala; Tamil Nadu; Karnataka,Compact,Satin,Brown,Blunt,Small,Leaflitter,Not Applicable,A fossorial forest snake commonly hidden beneath damp leaves and decaying vegetation.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Brown%20Snake.jpeg
Speckled Brown Snake,Stoliczkaia khasiensis,0,Assam; Meghalaya; Arunachal Pradesh,Flexible,Speckled,Brownish,Oval,Minute,Rainforests,Not Applicable,A rare forest snake displaying fine speckled markings across its brown body.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Speckled%20Brown%20Snake.jpeg
Black-striped Snake,Liopeltis calamaria,0,Maharashtra; Kerala; Karnataka; Tamil Nadu,Lean,Striped,Darkbrown,Pointed,Tiny,Grasslands,Not Applicable,A slender harmless snake recognized by dark longitudinal stripes along its body.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Black-striped%20Snake.jpeg
Ring-necked Snake,Diadophis punctatus,0,Not Naturally Found in India,Slender,Smooth,Grayblack,Rounded,Tiny,Woodlands,Not Applicable,A small harmless snake recognized by the distinct colored ring around its neck.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Ring-necked%20Snake.jpeg
Reed Snake,Calamaria reedi,0,Assam; Arunachal Pradesh; Meghalaya; Nagaland,Thin,Glossy,Brownish,Blunt,Minute,Reedbeds,Not Applicable,A secretive snake usually hidden among reeds and damp grassy vegetation.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Reed%20Snake.jpeg
Forest Ground Snake,Pseudorabdion montanum,0,Kerala; Karnataka; Tamil Nadu,Compact,Satin,Darkolive,Flattened,Small,Leaflitter,Not Applicable,A small forest-floor snake adapted to moist leaf-covered ground habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Forest%20Ground%20Snake.jpeg
Spotted Ground Snake,Smithophis atemporalis,0,Assam; Arunachal Pradesh; Nagaland,Flexible,Spotted,Graybrown,Oval,Tiny,Forests,Not Applicable,A rare ground snake displaying spotted body patterns within humid forest ecosystems.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Spotted%20Ground%20Snake.jpeg
Burrowing Snake,Grypotyphlops acutus,0,Tamil Nadu; Kerala; Karnataka; Andhra Pradesh,Cylindrical,Polished,Pinkbrown,Beaked,Toothless,Underground,Not Applicable,A fossorial snake specialized for digging and living beneath loose soil layers.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Burrowing%20Snake.jpeg
Indian Green Snake,Gonyosoma prasinum,0,Assam; Arunachal Pradesh; Nagaland; Meghalaya,Slender,Glossy,Green,Pointed,Small,Rainforests,Not Applicable,A bright green arboreal snake commonly inhabiting dense northeastern forest canopies.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Indian%20Green%20Snake.jpeg
Long-tailed Snake,Dendrelaphis caudolineatus,0,Kerala; Karnataka; Tamil Nadu; Goa,Elongated,Smooth,Olivebrown,Narrow,Tiny,Canopies,Not Applicable,A swift tree-dwelling snake distinguished by its unusually long tail region.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Long-tailed%20Snake.jpeg
Thick-bodied Snake,Eryx johnii,0,Rajasthan; Gujarat; Maharashtra; Karnataka,Bulky,Rough,Reddish,Blunt,Minute,Scrublands,Not Applicable,A heavy-bodied burrowing snake adapted to dry loose-soil environments.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Thick-bodied%20Snake.jpeg
Slender-bodied Snake,Ahaetulla nasuta,0,Kerala; Karnataka; Tamil Nadu; Maharashtra,Threadlike,Satin,Leafgreen,Elongated,Rearward,Trees,Not Applicable,A vine snake perfectly camouflaged among thin branches and green foliage.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Slender-bodied%20Snake.jpeg
Golden-backed Snake,Dendrelaphis pictus,0,Assam; West Bengal; Odisha; Kerala,Flexible,Striped,Golden,Oval,Sharp,Woodlands,Not Applicable,An agile arboreal snake recognized by its golden-toned dorsal body coloration.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Golden-backed%20Snake.jpeg
White-bellied Snake,Liopeltis calamaria,0,Kerala; Karnataka; Tamil Nadu; Maharashtra,Slender,Smooth,Olivebrown,Rounded,Tiny,Grasslands,Not Applicable,A harmless agile snake recognized by its lighter whitish underside coloration.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/White-bellied%20Snake.jpeg
Red-striped Snake,Amphiesma stolatum,0,Assam; West Bengal; Odisha; Tamil Nadu,Flexible,Striped,Reddish,Blunt,Minute,Gardens,Not Applicable,A small non-venomous snake displaying faint reddish stripes along its body.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Red-striped%20Snake.jpeg
Grey Marsh Snake,Xenochrophis cerasogaster,0,Assam; Bihar; West Bengal; Odisha,Compact,Glossy,Gray,Narrow,Small,Marshes,Not Applicable,A semi-aquatic snake commonly inhabiting marshlands and slow-moving freshwater habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Grey%20Marsh%20Snake.jpeg
Indian Leaf Snake,Ahaetulla nasuta,0,Kerala; Karnataka; Tamil Nadu; Goa,Threadlike,Satin,Leafgreen,Pointed,Rearward,Canopies,Not Applicable,A slender arboreal snake camouflaged effectively among leaves and branches.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Indian%20Leaf%20Snake.jpeg
Bamboo Forest Snake,Trimeresurus gramineus,1,Kerala; Karnataka; Tamil Nadu,Lean,Keeled,Green,Broad,Curved,Bamboo,Not Applicable,A venomous green pit viper frequently resting among bamboo forest vegetation.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Bamboo%20Forest%20Snake.jpeg
Highland Water Snake,Opisthotropis maculosa,0,Arunachal Pradesh; Nagaland; Meghalaya; Sikkim,Slender,Textured,Darkolive,Blunt,Minute,Streams,Not Applicable,A cool-region aquatic snake commonly inhabiting rocky mountain stream habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Highland%20Water%20Snake.jpeg
Eastern Vine Snake,Ahaetulla prasina,0,Assam; Arunachal Pradesh; Nagaland; Meghalaya,Threadlike,Smooth,Brightgreen,Pointed,Rearward,Rainforests,Not Applicable,A slender arboreal snake perfectly camouflaged among dense eastern forest foliage.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Eastern%20Vine%20Snake.jpeg
Southern Cat Snake,Boiga beddomei,0,Kerala; Karnataka; Tamil Nadu,Flexible,Glossy,Chestnut,Triangular,Rearfanged,Woodlands,Not Applicable,A nocturnal climbing snake commonly found within southern tropical forest habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Southern%20Cat%20Snake.jpeg
Northern Wolf Snake,Lycodon striatus,0,Punjab; Haryana; Uttar Pradesh; Rajasthan,Compact,Banded,Graybrown,Flattened,Sharp,Grasslands,Not Applicable,A harmless nocturnal snake often mistaken for venomous kraits near settlements.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Northern%20Wolf%20Snake.jpeg
Indian Cliff Snake,Platyceps gracilis,0,Rajasthan; Gujarat; Maharashtra,Lean,Satin,Sandy,Elongated,Tiny,Rocklands,Not Applicable,A fast-moving snake adapted to rocky cliffs and dry rugged landscapes.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Indian%20Cliff%20Snake.jpeg
Coastal Forest Snake,Boiga forsteni,0,Kerala; Karnataka; Tamil Nadu; Odisha,Slender,Glossy,Olivebrown,Triangular,Rearfanged,Coastalforests,Not Applicable,A nocturnal arboreal snake commonly inhabiting humid coastal forest ecosystems.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Coastal%20Forest%20Snake.jpeg
Dry-zone Snake,Psammophis condanarus,0,Rajasthan; Gujarat; Maharashtra; Andhra Pradesh,Lean,Smooth,Sandy,Narrow,Sharp,Scrublands,Not Applicable,A swift ground snake adapted to hot dry grasslands and semi-arid habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Dry-zone%20Snake.jpeg
Rainforest Snake,Dendrelaphis formosus,0,Assam; Arunachal Pradesh; Nagaland; Meghalaya,Flexible,Satin,Greenish,Oval,Tiny,Rainforests,Not Applicable,An agile arboreal snake frequently active within dense tropical rainforest vegetation.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Rainforest%20Snake.jpeg
Savannah Snake,Psammophis schokari,0,Rajasthan; Gujarat,Lengthy,Polished,Tan,Pointed,Small,Grasslands,Not Applicable,A fast-moving snake specialized for open grassland and dry savannah-like regions.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Savannah%20Snake.jpeg
Rock-dwelling Snake,Platyceps rhodorachis,0,Rajasthan; Gujarat; Maharashtra; Karnataka,Streamlined,Rough,Graybrown,Flattened,Minute,Rocklands,Not Applicable,A swift snake commonly found hiding among rocky crevices and dry terrain.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Rock-dwelling%20Snake.jpeg
Cave Snake,Elaphe taeniura,0,Meghalaya; Arunachal Pradesh; Nagaland,Slender,Smooth,Graybrown,Pointed,Small,Caves,Not Applicable,A secretive snake commonly inhabiting dark rocky caves and underground crevices.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Cave%20Snake.jpeg
Mossy Snake,Xylophis stenorhynchus,0,Kerala; Karnataka; Tamil Nadu,Compact,Velvety,Mossgreen,Blunt,Tiny,Forestfloors,Not Applicable,A forest-floor snake camouflaged effectively among moss-covered damp environments.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Mossy%20Snake.jpeg
Leaf-litter Snake,Pseudorabdion montanum,0,Kerala; Tamil Nadu; Karnataka,Flexible,Satin,Brownish,Flattened,Minute,Leaflitter,Not Applicable,A tiny fossorial snake usually hidden beneath decomposing forest leaves.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Leaf-litter%20Snake.jpeg
Jungle Ground Snake,Smithophis atemporalis,0,Assam; Arunachal Pradesh; Nagaland,Lean,Textured,Darkolive,Rounded,Small,Jungles,Not Applicable,A secretive terrestrial snake adapted to dense jungle floor vegetation.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Jungle%20Ground%20Snake.jpeg
Streamside Snake,Opisthotropis maculosa,0,Arunachal Pradesh; Meghalaya; Nagaland,Slender,Rough,Grayolive,Blunt,Minute,Streamsides,Not Applicable,A freshwater snake commonly found near rocky forest streams and flowing water.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Streamside%20Snake.jpeg
Pebble Snake,Platyceps ventromaculatus,0,Rajasthan; Gujarat; Maharashtra,Slim,Smooth,Stonegray,Pointed,Tiny,Rocklands,Not Applicable,A fast-moving snake well-camouflaged among rocky pebbled terrain and dry habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Pebble%20Snake.jpeg
Desert Sand Snake,Psammophis schokari,0,Rajasthan; Gujarat,Elongated,Glossy,Sandy,Narrow,Sharp,Deserts,Not Applicable,A swift desert snake adapted for movement across loose sandy environments.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Desert%20Sand%20Snake.jpeg
Thorn Forest Snake,Ahaetulla pulverulenta,0,Kerala; Karnataka; Tamil Nadu,Threadlike,Rough,Brownish,Elongated,Rearward,Thornforests,Not Applicable,A slender arboreal snake camouflaged among dry thorny forest branches.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Thorn%20Forest%20Snake.jpeg
Grassland Snake,Amphiesma stolatum,0,Assam; West Bengal; Odisha; Tamil Nadu,Flexible,Keeled,Olivebrown,Rounded,Minute,Grasslands,Not Applicable,A harmless small snake commonly seen moving through grassy open landscapes.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Grassland%20Snake.jpeg
Riverbank Snake,Fowlea piscator,0,Assam; Bihar; Uttar Pradesh; Kerala; Tamil Nadu,Muscular,Checkered,Brown,Narrow,Toothlike,Riverbanks,Not Applicable,"A freshwater snake frequently encountered near rivers, ponds, and muddy banks.",https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Riverbank%20Snake.jpeg
Woodland Snake,Dendrelaphis tristis,0,Maharashtra; Karnataka; Kerala; Tamil Nadu,Slender,Glossy,Bronzebrown,Oval,Small,Woodlands,Not Applicable,An agile arboreal snake commonly active within open woodland and forest habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Woodland%20Snake.jpeg
Tree-hole Snake,Boiga trigonata,0,Rajasthan; Gujarat; Maharashtra; Karnataka,Flexible,Smooth,Brownish,Triangular,Rearfanged,Treeholes,Not Applicable,A nocturnal climbing snake often hiding inside hollow tree trunks and cavities.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Tree-hole%20Snake.jpeg
Plateau Snake,Platyceps gracilis,0,Maharashtra; Karnataka; Telangana,Lean,Satin,Graybrown,Pointed,Tiny,Plateaus,Not Applicable,A swift ground snake adapted to dry rocky plateau landscapes and scrub.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Plateau%20Snake.jpeg
Wet Forest Snake,Xylophis captaini,0,Kerala; Tamil Nadu,Compact,Velvety,Darkolive,Blunt,Minute,Wetforests,Not Applicable,A secretive forest-floor snake inhabiting moist tropical woodland ecosystems.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Wet%20Forest%20Snake.jpeg
Black Forest Snake,Sibynophis subpunctatus,0,Kerala; Karnataka; Tamil Nadu; Goa,Elongated,Polished,Black,Narrow,Small,Rainforests,Not Applicable,A harmless dark-colored snake commonly hidden beneath dense forest leaf litter.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Black%20Forest%20Snake.jpeg
Orange-striped Snake,Amphiesma stolatum,0,Assam; West Bengal; Odisha; Tamil Nadu,Slender,Striped,Orange,Rounded,Minute,Grasslands,Not Applicable,A small harmless snake recognized by orange-toned stripes along its body.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Orange-striped%20Snake.jpg
Red Bamboo Snake,Oreocryptophis porphyraceus,0,Arunachal Pradesh; Nagaland; Meghalaya; Sikkim,Flexible,Glossy,Red,Pointed,Small,Bamboo,Not Applicable,A colorful mountain snake commonly associated with cool bamboo forest habitats.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Red%20Bamboo%20Snake.jpg
Blue Forest Snake,Liopeltis calamaria,0,Kerala; Karnataka; Tamil Nadu,Lean,Satin,Bluish,Narrow,Tiny,Rainforests,Not Applicable,A slender forest snake occasionally showing bluish body reflections under light.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Blue%20Forest%20Snake.jpg
Narrow-headed Snake,Ahaetulla oxyrhyncha,0,Assam; Arunachal Pradesh; Nagaland; Meghalaya,Threadlike,Smooth,Leafgreen,Narrowheaded,Rearward,Canopies,Not Applicable,An arboreal vine snake distinguished by its extremely narrow elongated head.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Narrow-headed%20Snake.jpg
Thick-tailed Snake,Eryx johnii,0,Rajasthan; Gujarat; Maharashtra; Karnataka,Bulky,Rough,Brownish,Blunt,Minute,Scrublands,Not Applicable,A burrowing snake recognized by its thick rounded tail and heavy body.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Thick-tailed%20Snake.jpg
White-striped Snake,Liopeltis calamaria,0,Kerala; Karnataka; Tamil Nadu; Maharashtra,Slender,Striped,Brownwhite,Pointed,Tiny,Grasslands,Not Applicable,A harmless agile snake displaying pale longitudinal stripes across its slender body.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/White-striped%20Snake.jpg
Silver Snake,Sibynophis subpunctatus,0,Kerala; Karnataka; Tamil Nadu,Lean,Glossy,Silvergray,Rounded,Minute,Woodlands,Not Applicable,A secretive forest snake occasionally showing silvery reflections under natural light.,https://nawahfjuesjmpvhvupyo.supabase.co/storage/v1/object/public/snake-images/Silver%20Snake.jpg
